#,,Banda 1-FC,Banda 2-FC,Banda 3-FC,Banda 4-FC,Banda 5-FC,Banda 6-FC,Banda 7-FC,Banda 8-FC
#,Banda,3460.5,3150.5,2840.5,2530.5,2220.5,1910.5,1600.5,1290.5
#,Mes,T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC]
2059,9,-2.64,-1.38,-0.13,1.13,2.38,3.63,4.89,6.14
2059,10,0.88,2.05,3.23,4.41,5.59,6.77,7.94,9.12
2059,11,2.77,4.24,5.70,7.17,8.64,10.11,11.58,13.05
2059,12,7.70,8.83,9.97,11.10,12.23,13.36,14.49,15.62
2060,1,10.20,11.23,12.25,13.28,14.30,15.33,16.35,17.38
2060,2,10.90,11.58,12.27,12.95,13.64,14.32,15.00,15.69
2060,3,9.81,10.57,11.32,12.07,12.83,13.58,14.33,15.09
2060,4,5.87,6.84,7.81,8.78,9.76,10.73,11.70,12.67
2060,5,-0.46,0.87,2.19,3.52,4.84,6.17,7.49,8.82
2060,6,-3.92,-2.74,-1.55,-0.37,0.81,2.00,3.18,4.37
2060,7,-5.87,-4.56,-3.24,-1.92,-0.61,0.71,2.02,3.34
2060,8,-4.52,-3.22,-1.93,-0.63,0.66,1.95,3.25,4.54
2060,9,-2.73,-1.43,-0.13,1.17,2.47,3.76,5.06,6.36
2060,10,0.97,2.26,3.56,4.86,6.15,7.45,8.75,10.05
2060,11,2.71,4.15,5.58,7.02,8.46,9.89,11.33,12.77
2060,12,7.26,8.33,9.39,10.46,11.53,12.59,13.66,14.72
2061,1,9.92,10.92,11.92,12.92,13.91,14.91,15.91,16.91
2061,2,11.19,11.89,12.59,13.29,13.99,14.69,15.39,16.10
2061,3,10.38,11.18,11.97,12.77,13.57,14.37,15.16,15.96
2061,4,5.02,5.86,6.69,7.52,8.35,9.19,10.02,10.85
2061,5,-0.38,0.72,1.81,2.90,3.99,5.08,6.17,7.26
2061,6,-5.00,-3.49,-1.98,-0.47,1.04,2.55,4.06,5.57
2061,7,-5.57,-4.32,-3.07,-1.83,-0.58,0.67,1.92,3.17
2061,8,-4.35,-3.10,-1.86,-0.61,0.63,1.88,3.13,4.37
2061,9,-2.64,-1.38,-0.13,1.13,2.38,3.63,4.89,6.14
2061,10,0.97,2.28,3.58,4.89,6.19,7.50,8.81,10.11
2061,11,2.89,4.42,5.95,7.48,9.01,10.54,12.07,13.60
2061,12,7.45,8.54,9.63,10.72,11.82,12.91,14.00,15.10
2062,1,10.06,11.07,12.08,13.10,14.11,15.12,16.13,17.14
2062,2,11.87,12.62,13.36,14.10,14.85,15.59,16.34,17.08
2062,3,10.48,11.29,12.09,12.90,13.70,14.51,15.31,16.12
2062,4,5.02,5.86,6.69,7.52,8.35,9.19,10.02,10.85
2062,5,-0.39,0.74,1.87,3.00,4.13,5.25,6.38,7.51
2062,6,-4.12,-2.88,-1.63,-0.39,0.86,2.10,3.35,4.59
2062,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2062,8,-4.14,-2.95,-1.77,-0.58,0.60,1.79,2.97,4.16
2062,9,-2.85,-1.49,-0.14,1.22,2.57,3.93,5.28,6.64
2062,10,0.99,2.32,3.65,4.99,6.32,7.65,8.98,10.31
2062,11,2.96,4.53,6.10,7.67,9.24,10.81,12.38,13.95
2062,12,7.70,8.83,9.97,11.10,12.23,13.36,14.49,15.62
2063,1,10.20,11.23,12.25,13.28,14.30,15.33,16.35,17.38
2063,2,11.81,12.56,13.30,14.04,14.78,15.52,16.26,17.00
2063,3,11.05,11.90,12.75,13.60,14.45,15.30,16.14,16.99
2063,4,5.59,6.51,7.44,8.36,9.29,10.21,11.14,12.06
2063,5,-0.47,0.89,2.25,3.62,4.98,6.34,7.70,9.06
2063,6,-4.40,-3.07,-1.75,-0.42,0.91,2.24,3.57,4.90
2063,7,-5.69,-4.42,-3.14,-1.87,-0.59,0.68,1.96,3.24
2063,8,-3.97,-2.83,-1.69,-0.56,0.58,1.72,2.85,3.99
2063,9,-2.90,-1.52,-0.14,1.24,2.62,3.99,5.37,6.75
2063,10,1.00,2.34,3.68,5.02,6.36,7.70,9.04,10.38
2063,11,2.71,4.15,5.58,7.02,8.46,9.89,11.33,12.77
2063,12,7.41,8.50,9.58,10.67,11.76,12.85,13.93,15.02
2064,1,10.20,11.23,12.25,13.28,14.30,15.33,16.35,17.38
2064,2,11.19,11.89,12.59,13.29,13.99,14.69,15.39,16.10
2064,3,9.50,10.23,10.96,11.69,12.42,13.15,13.88,14.61
2064,4,5.83,6.80,7.76,8.73,9.70,10.66,11.63,12.59
2064,5,-0.39,0.74,1.87,3.00,4.13,5.25,6.38,7.51
2064,6,-4.24,-2.96,-1.68,-0.40,0.88,2.16,3.44,4.72
2064,7,-5.45,-4.23,-3.01,-1.79,-0.57,0.66,1.88,3.10
2064,8,-4.22,-3.01,-1.80,-0.59,0.62,1.83,3.03,4.24
2064,9,-3.28,-1.72,-0.16,1.40,2.96,4.52,6.08,7.64
2064,10,0.91,2.13,3.35,4.57,5.79,7.01,8.23,9.45
2064,11,2.96,4.53,6.10,7.67,9.24,10.81,12.38,13.95
2064,12,7.56,8.67,9.78,10.88,11.99,13.10,14.21,15.32
2065,1,9.18,10.11,11.03,11.95,12.88,13.80,14.72,15.65
2065,2,12.33,13.10,13.87,14.65,15.42,16.19,16.97,17.74
2065,3,10.38,11.18,11.97,12.77,13.57,14.37,15.16,15.96
2065,4,5.38,6.27,7.16,8.05,8.94,9.83,10.72,11.61
2065,5,-0.48,0.90,2.29,3.67,5.05,6.43,7.81,9.19
2065,6,-3.96,-2.77,-1.57,-0.37,0.82,2.02,3.22,4.41
2065,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2065,8,-3.97,-2.83,-1.69,-0.56,0.58,1.72,2.85,3.99
2065,9,-3.16,-1.66,-0.15,1.35,2.85,4.35,5.86,7.36
2065,10,0.97,2.28,3.58,4.89,6.19,7.50,8.81,10.11
2065,11,2.50,3.83,5.16,6.48,7.81,9.14,10.46,11.79
2065,12,7.45,8.54,9.63,10.72,11.82,12.91,14.00,15.10
2066,1,9.74,10.72,11.70,12.68,13.65,14.63,15.61,16.59
2066,2,12.27,13.04,13.81,14.58,15.35,16.12,16.89,17.66
2066,3,8.83,9.51,10.19,10.87,11.54,12.22,12.90,13.58
2066,4,5.06,5.90,6.74,7.57,8.41,9.25,10.09,10.93
2066,5,-0.45,0.86,2.18,3.49,4.81,6.12,7.44,8.75
2066,6,-4.04,-2.82,-1.60,-0.38,0.84,2.06,3.28,4.50
2066,7,-5.63,-4.37,-3.11,-1.85,-0.58,0.68,1.94,3.20
2066,8,-4.31,-3.07,-1.84,-0.61,0.63,1.86,3.09,4.33
2066,9,-3.06,-1.61,-0.15,1.31,2.77,4.22,5.68,7.14
2066,10,0.84,1.98,3.12,4.25,5.39,6.52,7.66,8.79
2066,11,2.71,4.15,5.58,7.02,8.46,9.89,11.33,12.77
2066,12,7.30,8.37,9.44,10.51,11.58,12.66,13.73,14.80
2067,1,10.15,11.17,12.20,13.22,14.24,15.26,16.28,17.30
2067,2,11.76,12.49,13.23,13.97,14.71,15.44,16.18,16.92
2067,3,10.43,11.23,12.03,12.84,13.64,14.44,15.24,16.04
2067,4,5.17,6.02,6.88,7.73,8.59,9.44,10.30,11.15
2067,5,-0.34,0.65,1.65,2.65,3.65,4.65,5.64,6.64
2067,6,-3.92,-2.74,-1.55,-0.37,0.81,2.00,3.18,4.37
2067,7,-5.21,-4.04,-2.88,-1.71,-0.54,0.63,1.79,2.96
2067,8,-3.97,-2.83,-1.69,-0.56,0.58,1.72,2.85,3.99
2067,9,-2.42,-1.27,-0.12,1.03,2.19,3.34,4.49,5.64
2067,10,0.92,2.16,3.40,4.63,5.87,7.11,8.35,9.58
2067,11,2.69,4.12,5.55,6.98,8.41,9.84,11.27,12.70
2067,12,7.63,8.75,9.87,10.99,12.11,13.23,14.35,15.47
2068,1,10.34,11.38,12.42,13.46,14.50,15.54,16.57,17.61
2068,2,11.93,12.68,13.42,14.17,14.92,15.67,16.42,17.16
2068,3,10.74,11.57,12.39,13.22,14.04,14.87,15.69,16.52
2068,4,5.83,6.80,7.76,8.73,9.70,10.66,11.63,12.59
2068,5,-0.38,0.72,1.81,2.90,3.99,5.08,6.17,7.26
2068,6,-4.12,-2.88,-1.63,-0.39,0.86,2.10,3.35,4.59
2068,7,-6.11,-4.74,-3.37,-2.00,-0.63,0.74,2.10,3.47
2068,8,-4.64,-3.31,-1.98,-0.65,0.68,2.01,3.34,4.67
2068,9,-3.04,-1.59,-0.15,1.30,2.74,4.19,5.64,7.08
2068,10,0.90,2.10,3.30,4.51,5.71,6.91,8.12,9.32
2068,11,3.08,4.71,6.34,7.98,9.61,11.24,12.88,14.51
2068,12,7.37,8.45,9.54,10.62,11.70,12.78,13.86,14.95
2069,1,9.74,10.72,11.70,12.68,13.65,14.63,15.61,16.59
2069,2,12.10,12.86,13.62,14.38,15.13,15.89,16.65,17.41
2069,3,9.40,10.12,10.84,11.56,12.29,13.01,13.73,14.45
2069,4,4.85,5.65,6.46,7.26,8.06,8.86,9.67,10.47
2069,5,-0.45,0.85,2.15,3.44,4.74,6.04,7.33,8.63
2069,6,-3.48,-2.43,-1.38,-0.33,0.72,1.77,2.83,3.88
2069,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2069,8,-4.73,-3.37,-2.02,-0.66,0.69,2.04,3.40,4.75
2069,9,-3.02,-1.58,-0.15,1.29,2.72,4.16,5.59,7.03
2069,10,0.93,2.19,3.44,4.70,5.95,7.21,8.46,9.72
2069,11,2.71,4.15,5.58,7.02,8.46,9.89,11.33,12.77
2069,12,7.48,8.58,9.68,10.78,11.88,12.97,14.07,15.17
2070,1,10.25,11.28,12.31,13.34,14.37,15.40,16.43,17.46
2070,2,12.21,12.98,13.75,14.51,15.28,16.04,16.81,17.57
2070,3,9.04,9.73,10.43,11.12,11.81,12.51,13.20,13.90
2070,4,5.59,6.51,7.44,8.36,9.29,10.21,11.14,12.06
2070,5,-0.43,0.81,2.05,3.29,4.54,5.78,7.02,8.26
2070,6,-4.28,-2.99,-1.70,-0.40,0.89,2.18,3.48,4.77
2070,7,-5.99,-4.65,-3.31,-1.96,-0.62,0.72,2.06,3.41
2070,8,-4.56,-3.25,-1.95,-0.64,0.67,1.97,3.28,4.58
2070,9,-3.04,-1.59,-0.15,1.30,2.74,4.19,5.64,7.08
2070,10,0.91,2.13,3.35,4.57,5.79,7.01,8.23,9.45
2070,11,2.69,4.12,5.55,6.98,8.41,9.84,11.27,12.70
2070,12,7.67,8.79,9.92,11.04,12.17,13.29,14.42,15.54
2071,1,10.20,11.23,12.25,13.28,14.30,15.33,16.35,17.38
2071,2,12.84,13.65,14.45,15.26,16.06,16.87,17.67,18.48
2071,3,11.47,12.35,13.23,14.11,14.99,15.87,16.75,17.63
2071,4,5.38,6.27,7.16,8.05,8.94,9.83,10.72,11.61
2071,5,-0.41,0.79,1.99,3.20,4.40,5.60,6.81,8.01
2071,6,-4.40,-3.07,-1.75,-0.42,0.91,2.24,3.57,4.90
2071,7,-5.75,-4.46,-3.17,-1.89,-0.60,0.69,1.98,3.27
2071,8,-4.56,-3.25,-1.95,-0.64,0.67,1.97,3.28,4.58
2071,9,-3.04,-1.59,-0.15,1.30,2.74,4.19,5.64,7.08
2071,10,0.94,2.20,3.47,4.73,5.99,7.26,8.52,9.78
2071,11,2.84,4.35,5.86,7.36,8.87,10.38,11.89,13.39
2071,12,7.59,8.71,9.82,10.94,12.05,13.17,14.28,15.40
2072,1,9.97,10.97,11.97,12.98,13.98,14.98,15.98,16.98
2072,2,11.87,12.62,13.36,14.10,14.85,15.59,16.34,17.08
2072,3,9.92,10.68,11.44,12.20,12.96,13.72,14.48,15.25
2072,4,5.69,6.63,7.58,8.52,9.46,10.41,11.35,12.29
2072,5,-0.45,0.85,2.15,3.44,4.74,6.04,7.33,8.63
2072,6,-3.64,-2.54,-1.44,-0.34,0.76,1.86,2.96,4.06
2072,7,-5.63,-4.37,-3.11,-1.85,-0.58,0.68,1.94,3.20
2072,8,-3.97,-2.83,-1.69,-0.56,0.58,1.72,2.85,3.99
2072,9,-3.25,-1.71,-0.16,1.39,2.94,4.49,6.03,7.58
2072,10,0.91,2.14,3.37,4.60,5.83,7.06,8.29,9.52
2072,11,2.52,3.85,5.19,6.52,7.86,9.19,10.53,11.86
2072,12,7.08,8.12,9.16,10.19,11.23,12.27,13.31,14.35
2073,1,9.74,10.72,11.70,12.68,13.65,14.63,15.61,16.59
2073,2,11.76,12.49,13.23,13.97,14.71,15.44,16.18,16.92
2073,3,10.12,10.90,11.68,12.45,13.23,14.01,14.79,15.56
2073,4,5.48,6.39,7.30,8.20,9.11,10.02,10.93,11.84
2073,5,-0.46,0.87,2.19,3.52,4.84,6.17,7.49,8.82
2073,6,-4.72,-3.30,-1.87,-0.45,0.98,2.41,3.83,5.26
2073,7,-6.35,-4.93,-3.50,-2.08,-0.66,0.76,2.19,3.61
2073,8,-4.09,-2.92,-1.75,-0.58,0.60,1.77,2.94,4.12
2073,9,-2.99,-1.57,-0.14,1.28,2.70,4.12,5.55,6.97
2073,10,0.97,2.28,3.58,4.89,6.19,7.50,8.81,10.11
2073,11,2.68,4.10,5.52,6.94,8.36,9.78,11.21,12.63
2073,12,7.89,9.05,10.20,11.36,12.52,13.68,14.84,15.99
2074,1,10.25,11.28,12.31,13.34,14.37,15.40,16.43,17.46
2074,2,12.10,12.86,13.62,14.38,15.13,15.89,16.65,17.41
2074,3,10.02,10.79,11.56,12.33,13.10,13.87,14.64,15.41
2074,4,5.69,6.63,7.58,8.52,9.46,10.41,11.35,12.29
2074,5,-0.36,0.68,1.71,2.75,3.78,4.82,5.86,6.89
2074,6,-4.84,-3.38,-1.92,-0.46,1.01,2.47,3.93,5.39
2074,7,-5.09,-3.95,-2.81,-1.67,-0.53,0.61,1.75,2.89
2074,8,-4.52,-3.22,-1.93,-0.63,0.66,1.95,3.25,4.54
2074,9,-3.13,-1.64,-0.15,1.34,2.83,4.32,5.81,7.30
2074,10,0.93,2.19,3.44,4.70,5.95,7.21,8.46,9.72
2074,11,3.02,4.62,6.22,7.82,9.43,11.03,12.63,14.23
2074,12,7.70,8.83,9.97,11.10,12.23,13.36,14.49,15.62
2075,1,9.83,10.82,11.81,12.80,13.78,14.77,15.76,16.75
2075,2,12.04,12.80,13.55,14.31,15.06,15.82,16.57,17.33
2075,3,10.43,11.23,12.03,12.84,13.64,14.44,15.24,16.04
2075,4,5.97,6.96,7.95,8.94,9.93,10.92,11.91,12.90
2075,5,-0.42,0.79,2.01,3.22,4.43,5.65,6.86,8.07
2075,6,-5.12,-3.58,-2.03,-0.48,1.06,2.61,4.16,5.70
2075,7,-5.57,-4.32,-3.07,-1.83,-0.58,0.67,1.92,3.17
2075,8,-4.64,-3.31,-1.98,-0.65,0.68,2.01,3.34,4.67
2075,9,-2.97,-1.56,-0.14,1.27,2.68,4.09,5.50,6.92
2075,10,0.95,2.23,3.51,4.79,6.07,7.35,8.63,9.91
2075,11,2.75,4.21,5.67,7.13,8.59,10.06,11.52,12.98
2075,12,7.45,8.54,9.63,10.72,11.82,12.91,14.00,15.10
2076,1,9.28,10.21,11.14,12.07,13.01,13.94,14.87,15.81
2076,2,11.59,12.31,13.04,13.77,14.49,15.22,15.94,16.67
2076,3,8.42,9.06,9.71,10.36,11.00,11.65,12.30,12.94
2076,4,5.34,6.23,7.11,7.99,8.88,9.76,10.65,11.53
2076,5,-0.43,0.81,2.05,3.29,4.54,5.78,7.02,8.26
2076,6,-4.08,-2.85,-1.62,-0.39,0.85,2.08,3.31,4.55
2076,7,-5.75,-4.46,-3.17,-1.89,-0.60,0.69,1.98,3.27
2076,8,-4.31,-3.07,-1.84,-0.61,0.63,1.86,3.09,4.33
2076,9,-2.85,-1.49,-0.14,1.22,2.57,3.93,5.28,6.64
2076,10,1.08,2.53,3.98,5.43,6.88,8.33,9.78,11.24
2076,11,3.09,4.73,6.38,8.02,9.66,11.30,12.94,14.58
2076,12,7.34,8.41,9.49,10.57,11.64,12.72,13.80,14.87
2077,1,10.57,11.63,12.69,13.76,14.82,15.88,16.94,18.01
2077,2,12.61,13.40,14.20,14.99,15.78,16.57,17.36,18.15
2077,3,10.48,11.29,12.09,12.90,13.70,14.51,15.31,16.12
2077,4,5.59,6.51,7.44,8.36,9.29,10.21,11.14,12.06
2077,5,-0.48,0.90,2.29,3.67,5.05,6.43,7.81,9.19
2077,6,-4.44,-3.10,-1.76,-0.42,0.92,2.26,3.61,4.95
2077,7,-5.51,-4.28,-3.04,-1.81,-0.57,0.66,1.90,3.13
2077,8,-4.09,-2.92,-1.75,-0.58,0.60,1.77,2.94,4.12
2077,9,-3.11,-1.63,-0.15,1.33,2.81,4.29,5.77,7.25
2077,10,0.92,2.16,3.40,4.63,5.87,7.11,8.35,9.58
2077,11,2.75,4.21,5.67,7.13,8.59,10.06,11.52,12.98
2077,12,8.07,9.26,10.44,11.63,12.81,14.00,15.18,16.37
2078,1,10.89,11.99,13.08,14.18,15.27,16.37,17.46,18.56
2078,2,12.33,13.10,13.87,14.65,15.42,16.19,16.97,17.74
2078,3,10.74,11.57,12.39,13.22,14.04,14.87,15.69,16.52
2078,4,5.66,6.59,7.53,8.47,9.40,10.34,11.28,12.22
2078,5,-0.51,0.97,2.44,3.91,5.39,6.86,8.34,9.81
2078,6,-4.20,-2.93,-1.67,-0.40,0.87,2.14,3.41,4.68
2078,7,-5.81,-4.51,-3.21,-1.90,-0.60,0.70,2.00,3.30
2078,8,-4.47,-3.19,-1.91,-0.63,0.65,1.93,3.22,4.50
2078,9,-3.32,-1.74,-0.16,1.42,3.00,4.58,6.16,7.75
2078,10,1.12,2.64,4.15,5.66,7.17,8.68,10.19,11.70
2078,11,2.93,4.48,6.04,7.59,9.15,10.70,12.26,13.81
2078,12,8.26,9.47,10.68,11.89,13.10,14.32,15.53,16.74
2079,1,10.34,11.38,12.42,13.46,14.50,15.54,16.57,17.61
2079,2,11.76,12.49,13.23,13.97,14.71,15.44,16.18,16.92
2079,3,9.81,10.57,11.32,12.07,12.83,13.58,14.33,15.09
2079,4,4.78,5.57,6.36,7.15,7.94,8.74,9.53,10.32
2079,5,-0.36,0.68,1.71,2.75,3.78,4.82,5.86,6.89
2079,6,-4.08,-2.85,-1.62,-0.39,0.85,2.08,3.31,4.55
2079,7,-5.57,-4.32,-3.07,-1.83,-0.58,0.67,1.92,3.17
2079,8,-4.39,-3.13,-1.87,-0.62,0.64,1.90,3.16,4.41
2079,9,-3.09,-1.62,-0.15,1.32,2.79,4.26,5.72,7.19
2079,10,0.93,2.19,3.44,4.70,5.95,7.21,8.46,9.72
2079,11,2.65,4.05,5.46,6.87,8.27,9.68,11.08,12.49
2079,12,7.96,9.13,10.30,11.47,12.64,13.81,14.97,16.14
2080,1,9.69,10.67,11.64,12.62,13.59,14.56,15.54,16.51
2080,2,12.39,13.16,13.94,14.71,15.49,16.27,17.04,17.82
2080,3,10.48,11.29,12.09,12.90,13.70,14.51,15.31,16.12
2080,4,5.62,6.55,7.48,8.42,9.35,10.28,11.21,12.14
2080,5,-0.47,0.89,2.25,3.62,4.98,6.34,7.70,9.06
2080,6,-4.72,-3.30,-1.87,-0.45,0.98,2.41,3.83,5.26
2080,7,-5.81,-4.51,-3.21,-1.90,-0.60,0.70,2.00,3.30
2080,8,-4.43,-3.16,-1.89,-0.62,0.65,1.92,3.19,4.46
2080,9,-3.28,-1.72,-0.16,1.40,2.96,4.52,6.08,7.64
2080,10,0.92,2.16,3.40,4.63,5.87,7.11,8.35,9.58
2080,11,2.97,4.55,6.13,7.71,9.29,10.87,12.44,14.02
2080,12,7.74,8.88,10.01,11.15,12.29,13.42,14.56,15.69
2081,1,10.57,11.63,12.69,13.76,14.82,15.88,16.94,18.01
2081,2,12.96,13.77,14.58,15.39,16.21,17.02,17.83,18.64
2081,3,10.74,11.57,12.39,13.22,14.04,14.87,15.69,16.52
2081,4,5.83,6.80,7.76,8.73,9.70,10.66,11.63,12.59
2081,5,-0.46,0.87,2.21,3.54,4.88,6.21,7.54,8.88
2081,6,-5.00,-3.49,-1.98,-0.47,1.04,2.55,4.06,5.57
2081,7,-5.75,-4.46,-3.17,-1.89,-0.60,0.69,1.98,3.27
2081,8,-4.26,-3.04,-1.82,-0.60,0.62,1.84,3.06,4.29
2081,9,-3.32,-1.74,-0.16,1.42,3.00,4.58,6.16,7.75
2081,10,0.97,2.26,3.56,4.86,6.15,7.45,8.75,10.05
2081,11,2.34,3.58,4.82,6.06,7.30,8.54,9.78,11.02
2081,12,7.52,8.62,9.73,10.83,11.93,13.04,14.14,15.25
2082,1,10.11,11.12,12.14,13.16,14.17,15.19,16.20,17.22
2082,2,12.39,13.16,13.94,14.71,15.49,16.27,17.04,17.82
2082,3,9.92,10.68,11.44,12.20,12.96,13.72,14.48,15.25
2082,4,5.80,6.76,7.72,8.68,9.64,10.60,11.56,12.52
2082,5,-0.39,0.74,1.87,3.00,4.13,5.25,6.38,7.51
2082,6,-4.20,-2.93,-1.67,-0.40,0.87,2.14,3.41,4.68
2082,7,-3.17,-2.46,-1.75,-1.04,-0.33,0.38,1.09,1.80
2082,8,-4.39,-3.13,-1.87,-0.62,0.64,1.90,3.16,4.41
2082,9,-3.28,-1.72,-0.16,1.40,2.96,4.52,6.08,7.64
2082,10,0.93,2.17,3.42,4.67,5.91,7.16,8.40,9.65
2082,11,2.53,3.87,5.22,6.56,7.90,9.24,10.59,11.93
2082,12,7.56,8.67,9.78,10.88,11.99,13.10,14.21,15.32
2083,1,9.78,10.77,11.75,12.74,13.72,14.70,15.69,16.67
2083,2,12.67,13.46,14.26,15.05,15.85,16.64,17.44,18.23
2083,3,10.48,11.29,12.09,12.90,13.70,14.51,15.31,16.12
2083,4,6.43,7.50,8.56,9.62,10.69,11.75,12.82,13.88
2083,5,-0.57,1.08,2.73,4.38,6.04,7.69,9.34,10.99
2083,6,-5.65,-3.94,-2.24,-0.53,1.17,2.88,4.58,6.28
2083,7,-5.81,-4.51,-3.21,-1.90,-0.60,0.70,2.00,3.30
2083,8,-4.47,-3.19,-1.91,-0.63,0.65,1.93,3.22,4.50
2083,9,-3.42,-1.79,-0.17,1.46,3.09,4.71,6.34,7.97
2083,10,0.93,2.17,3.42,4.67,5.91,7.16,8.40,9.65
2083,11,2.75,4.21,5.67,7.13,8.59,10.06,11.52,12.98
2083,12,7.89,9.05,10.20,11.36,12.52,13.68,14.84,15.99
2084,1,10.43,11.48,12.53,13.58,14.63,15.67,16.72,17.77
2084,2,12.90,13.71,14.52,15.32,16.13,16.94,17.75,18.56
2084,3,9.09,9.79,10.49,11.18,11.88,12.58,13.28,13.98
2084,4,5.17,6.02,6.88,7.73,8.59,9.44,10.30,11.15
2084,5,-0.44,0.83,2.10,3.37,4.64,5.91,7.17,8.44
2084,6,-4.44,-3.10,-1.76,-0.42,0.92,2.26,3.61,4.95
2084,7,-6.17,-4.79,-3.40,-2.02,-0.64,0.74,2.12,3.51
2084,8,-4.81,-3.43,-2.05,-0.68,0.70,2.08,3.46,4.84
2084,9,-2.87,-1.51,-0.14,1.23,2.59,3.96,5.33,6.69
2084,10,0.92,2.16,3.40,4.63,5.87,7.11,8.35,9.58
2084,11,2.72,4.17,5.61,7.06,8.50,9.95,11.39,12.84
2084,12,7.04,8.07,9.11,10.14,11.17,12.21,13.24,14.27
2085,1,10.48,11.53,12.58,13.64,14.69,15.74,16.80,17.85
2085,2,12.50,13.28,14.07,14.85,15.63,16.42,17.20,17.98
2085,3,9.81,10.57,11.32,12.07,12.83,13.58,14.33,15.09
2085,4,5.83,6.80,7.76,8.73,9.70,10.66,11.63,12.59
2085,5,-0.43,0.83,2.08,3.34,4.60,5.86,7.12,8.38
2085,6,-4.96,-3.47,-1.97,-0.47,1.03,2.53,4.03,5.53
2085,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2085,8,-3.84,-2.74,-1.64,-0.54,0.56,1.66,2.76,3.86
2085,9,-3.18,-1.67,-0.15,1.36,2.87,4.39,5.90,7.41
2085,10,0.95,2.23,3.51,4.79,6.07,7.35,8.63,9.91
2085,11,2.92,4.46,6.01,7.56,9.10,10.65,12.20,13.74
2085,12,7.52,8.62,9.73,10.83,11.93,13.04,14.14,15.25
2086,1,9.83,10.82,11.81,12.80,13.78,14.77,15.76,16.75
2086,2,12.27,13.04,13.81,14.58,15.35,16.12,16.89,17.66
2086,3,11.21,12.07,12.93,13.79,14.65,15.51,16.37,17.23
2086,4,6.11,7.13,8.14,9.15,10.16,11.18,12.19,13.20
2086,5,-0.46,0.87,2.19,3.52,4.84,6.17,7.49,8.82
2086,6,-4.56,-3.19,-1.81,-0.43,0.95,2.32,3.70,5.08
2086,7,-5.75,-4.46,-3.17,-1.89,-0.60,0.69,1.98,3.27
2086,8,-4.52,-3.22,-1.93,-0.63,0.66,1.95,3.25,4.54
2086,9,-3.25,-1.71,-0.16,1.39,2.94,4.49,6.03,7.58
2086,10,0.95,2.22,3.49,4.76,6.03,7.30,8.58,9.85
2086,11,3.02,4.62,6.22,7.82,9.43,11.03,12.63,14.23
2086,12,7.89,9.05,10.20,11.36,12.52,13.68,14.84,15.99
2087,1,10.11,11.12,12.14,13.16,14.17,15.19,16.20,17.22
2087,2,12.27,13.04,13.81,14.58,15.35,16.12,16.89,17.66
2087,3,10.38,11.18,11.97,12.77,13.57,14.37,15.16,15.96
2087,4,5.02,5.86,6.69,7.52,8.35,9.19,10.02,10.85
2087,5,-0.42,0.79,2.01,3.22,4.43,5.65,6.86,8.07
2087,6,-4.88,-3.41,-1.94,-0.46,1.01,2.49,3.96,5.44
2087,7,-6.35,-4.93,-3.50,-2.08,-0.66,0.76,2.19,3.61
2087,8,-5.53,-3.95,-2.36,-0.78,0.81,2.39,3.97,5.56
2087,9,-2.83,-1.48,-0.14,1.21,2.55,3.90,5.24,6.58
2087,10,0.99,2.32,3.65,4.99,6.32,7.65,8.98,10.31
2087,11,3.02,4.62,6.22,7.82,9.43,11.03,12.63,14.23
2087,12,8.11,9.30,10.49,11.68,12.87,14.06,15.25,16.44
2088,1,10.11,11.12,12.14,13.16,14.17,15.19,16.20,17.22
2088,2,12.21,12.98,13.75,14.51,15.28,16.04,16.81,17.57
2088,3,11.10,11.96,12.81,13.66,14.51,15.37,16.22,17.07
2088,4,5.48,6.39,7.30,8.20,9.11,10.02,10.93,11.84
2088,5,-0.38,0.72,1.81,2.90,3.99,5.08,6.17,7.26
2088,6,-5.20,-3.63,-2.06,-0.49,1.08,2.65,4.22,5.79
2088,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2088,8,-4.09,-2.92,-1.75,-0.58,0.60,1.77,2.94,4.12
2088,9,-3.44,-1.80,-0.17,1.47,3.11,4.75,6.38,8.02
2088,10,0.93,2.17,3.42,4.67,5.91,7.16,8.40,9.65
2088,11,2.78,4.26,5.73,7.21,8.69,10.16,11.64,13.12
2088,12,7.45,8.54,9.63,10.72,11.82,12.91,14.00,15.10
2089,1,10.43,11.48,12.53,13.58,14.63,15.67,16.72,17.77
2089,2,12.84,13.65,14.45,15.26,16.06,16.87,17.67,18.48
2089,3,9.76,10.51,11.26,12.01,12.76,13.51,14.26,15.01
2089,4,5.80,6.76,7.72,8.68,9.64,10.60,11.56,12.52
2089,5,-0.42,0.81,2.04,3.27,4.50,5.73,6.96,8.20
2089,6,-5.28,-3.69,-2.09,-0.50,1.10,2.69,4.29,5.88
2089,7,-6.17,-4.79,-3.40,-2.02,-0.64,0.74,2.12,3.51
